KOD;CENA;POPIS;PLATNOST_OD;PLATNOST_DO
71212;6.6;;24.09.1998;
71213;5.77;;24.09.1998;
71300;9.49;;24.09.1998;
71310;8.3;;24.09.1998;
71313;6.14;;01.01.1993;
71400;8.86;;24.09.1998;
71410;7.57;;24.09.1998;
71440;6.24;;24.09.1998;
71450;5.72;;24.09.1998;
71500;8.86;;24.09.1998;
71502;6.23;;28.06.2002;
71510;7.28;;24.09.1998;
71512;6.38;;24.09.1998;
71513;5.59;;24.09.1998;
71540;6.11;;24.09.1998;
71542;4.98;;24.09.1998;
71543;4.18;;24.09.1998;
71550;5.61;;24.09.1998;
71552;4.53;;24.09.1998;
71553;3.88;;24.09.1998;
71600;6.23;;24.09.1998;30.01.2014
71602;5.93;;24.09.1998;
71610;5.86;;24.09.1998;
71700;5.36;;24.09.1998;
71710;4.11;;24.09.1998;
71811;4.89;;24.09.1998;
71814;2.76;;24.09.1998;
71841;4;;24.09.1998;
71844;2.25;;24.09.1998;
71851;3.51;;24.09.1998;
71854;2.13;;24.09.1998;
72001;5.13;;24.09.1998;
72004;2.82;;24.09.1998;
72021;4.28;;24.09.1998;
72024;2.47;;24.09.1998;
72031;4.11;;24.09.1998;
72034;2.45;;24.09.1998;
72041;3.32;;24.09.1998;
72044;2.09;;24.09.1998;
72051;2.83;;24.09.1998;
72054;1.84;;24.09.1998;
72110;3.71;;24.09.1998;
72112;2.76;;24.09.1998;
72113;2.35;;24.09.1998;
72142;2.08;;24.09.1998;
72143;1.74;;24.09.1998;
72152;1.82;;24.09.1998;
72153;1.61;;24.09.1998;
72210;5.47;;24.09.1998;
72212;4.28;;24.09.1998;
72213;3.64;;24.09.1998;
72242;2.99;;24.09.1998;
72243;2.6;;24.09.1998;
72252;2.71;;24.09.1998;
72253;2.4;;24.09.1998;
72310;4.37;;24.09.1998;
72312;3.9;;24.09.1998;
72313;3.59;;24.09.1998;
72411;5.91;;24.09.1998;
72414;4.63;;24.09.1998;
72441;5.08;;24.09.1998;
72444;3.79;;24.09.1998;
72451;4.81;;24.09.1998;
72454;3.52;;24.09.1998;
72464;2.49;;01.01.1993;30.01.2014
72474;2.27;;01.01.1993;30.01.2014
72484;1.82;;01.01.1993;30.01.2014
72494;1.63;;01.01.1993;30.01.2014
72501;7.86;;24.09.1998;
72504;5.21;;24.09.1998;
72511;6.77;;24.09.1998;
72514;4.15;;24.09.1998;
72541;5.22;;24.09.1998;
72544;2.72;;24.09.1998;
72551;4.85;;24.09.1998;
72554;2.55;;24.09.1998;
72601;7;;24.09.1998;
72604;4.42;;24.09.1998;
72611;5.93;;24.09.1998;
72614;3.27;;24.09.1998;
72641;4.61;;24.09.1998;
72644;2.51;;24.09.1998;
72651;4.03;;24.09.1998;
72654;2.31;;24.09.1998;
72701;6.11;;24.09.1998;
72704;3.56;;24.09.1998;
72711;4.82;;24.09.1998;
72714;2.65;;24.09.1998;
72741;3.48;;24.09.1998;
72744;1.98;;24.09.1998;
72751;3.12;;24.09.1998;
72754;1.85;;24.09.1998;
72801;7.72;;24.09.1998;
72804;4.66;;24.09.1998;
72811;6.18;;24.09.1998;
72814;3.38;;24.09.1998;
72841;4.9;;24.09.1998;
72844;2.5;;24.09.1998;
72851;4.24;;24.09.1998;
72854;2.34;;24.09.1998;
72901;8.08;;24.09.1998;
72904;5.3;;24.09.1998;
72911;7.04;;24.09.1998;
72914;4.22;;24.09.1998;
72941;5.6;;24.09.1998;
72944;2.8;;24.09.1998;
72951;5.07;;24.09.1998;
72954;2.55;;24.09.1998;
73001;7.52;;24.09.1998;
73004;4.83;;24.09.1998;
73011;6.26;;24.09.1998;
73014;3.85;;24.09.1998;
73041;4.83;;24.09.1998;
73044;2.81;;24.09.1998;
73051;4.61;;24.09.1998;
73054;2.56;;24.09.1998;
73101;5.7;;24.09.1998;
73104;4.11;;24.09.1998;
73111;4.85;;24.09.1998;
73114;3.18;;24.09.1998;
73141;3.92;;24.09.1998;
73144;2.37;;24.09.1998;
73151;3.56;;24.09.1998;
73154;2.09;;24.09.1998;
73201;6.34;;24.09.1998;
73204;3.77;;24.09.1998;
73211;5.14;;24.09.1998;
73214;2.86;;24.09.1998;
73241;4.07;;24.09.1998;
73244;2.29;;24.09.1998;
73251;3.41;;24.09.1998;
73254;2.13;;24.09.1998;
73301;7.32;;24.09.1998;
73304;4.26;;24.09.1998;
73311;5.82;;24.09.1998;
73314;3.13;;24.09.1998;
73341;4.34;;24.09.1998;
73344;2.35;;24.09.1998;
73351;3.9;;24.09.1998;
73354;2.17;;24.09.1998;
73715;1.4;;24.09.1998;
73716;1.35;;24.09.1998;
73745;1.38;;24.09.1998;
73746;1.34;;24.09.1998;
73755;1.35;;24.09.1998;
73756;1.33;;24.09.1998;
73815;1.55;;24.09.1998;
73816;1.48;;24.09.1998;
73845;1.5;;24.09.1998;
73846;1.45;;24.09.1998;
73855;1.48;;24.09.1998;
73856;1.42;;24.09.1998;
73909;1.24;;01.01.1993;
73919;1.24;;24.09.1998;
73929;1.24;;24.09.1998;
73939;1.24;;24.09.1998;
73949;1.23;;24.09.1998;
73959;1.22;;24.09.1998;
73969;1.22;;01.01.1993;
74067;1.25;;24.09.1998;
74068;1.24;;24.09.1998;
74077;1.24;;24.09.1998;
74078;1.23;;24.09.1998;
74089;1.22;;24.09.1998;
74099;1.22;;24.09.1998;
74167;1.28;;24.09.1998;
74168;1.25;;24.09.1998;
74177;1.26;;24.09.1998;
74178;1.24;;24.09.1998;
74189;1.23;;24.09.1998;
74199;1.22;;24.09.1998;
74300;7.77;;24.09.1998;
74310;6.57;;24.09.1998;
74400;6.68;;24.09.1998;
74410;5.57;;24.09.1998;
74600;6.81;;24.09.1998;
74602;5.68;;24.09.1998;
74610;5.74;;24.09.1998;
74612;4.44;;24.09.1998;
74613;3.87;;24.09.1998;
74700;6.03;;24.09.1998;
74702;4.73;;24.09.1998;
74710;4.75;;24.09.1998;
74712;3.44;;24.09.1998;
74713;2.87;;24.09.1998;
74742;2.42;;24.09.1998;
74743;2.12;;24.09.1998;
74752;2.26;;24.09.1998;
74753;2.01;;24.09.1998;
74811;4.3;;24.09.1998;
74814;2.26;;24.09.1998;
74841;3.09;;24.09.1998;
74844;1.84;;24.09.1998;
74851;2.63;;24.09.1998;
74854;1.72;;24.09.1998;
74911;3.44;;24.09.1998;
74941;2.81;;24.09.1998;
74951;2.63;;24.09.1998;
74954;1.77;;01.01.1993;30.01.2014
75001;5.35;;24.09.1998;
75004;2.52;;24.09.1998;
75011;4.04;;24.09.1998;
75014;2.09;;24.09.1998;
75041;2.79;;24.09.1998;
75044;1.66;;24.09.1998;
75051;2.42;;24.09.1998;
75054;1.55;;24.09.1998;
75111;3.69;;24.09.1998;
75113;2.34;;24.09.1998;
75141;2.37;;28.06.2002;
75151;2.25;;28.06.2002;
75201;5.12;;24.09.1998;
75211;4.43;;24.09.1998;
75241;3.58;;24.09.1998;
75251;3.34;;24.09.1998;
75301;4.34;;24.09.1998;
75303;3.52;;24.09.1998;
75311;3.79;;24.09.1998;
75313;3.06;;24.09.1998;
75341;3.27;;24.09.1998;
75351;2.95;;28.06.2002;
75411;3.01;;24.09.1998;
75441;2.44;;24.09.1998;
75451;2.29;;24.09.1998;
75500;5.87;;24.09.1998;
75600;7.79;;24.09.1998;
75700;6.02;;24.09.1998;
75800;5.29;;24.09.1998;
75900;4.11;;24.09.1998;
76401;4.6;;24.09.1998;
76411;3.99;;24.09.1998;
76501;2.76;;24.09.1998;
76511;2.64;;24.09.1998;
76601;1.34;;24.09.1998;
76701;1.34;;24.09.1998;
76811;1.33;;24.09.1998;
76841;1.31;;24.09.1998;
76901;1.34;;24.09.1998;
77001;2.35;;24.09.1998;
77101;2.11;;24.09.1998;
77201;1.55;;24.09.1998;
77311;1.33;;24.09.1998;
77313;1.32;;24.09.1998;
77341;1.31;;24.09.1998;
77343;1.3;;24.09.1998;
77411;1.43;;24.09.1998;
77413;1.41;;24.09.1998;
77441;1.4;;28.06.2002;
77443;1.39;;28.06.2002;
77541;1.4;;24.09.1998;
77543;1.39;;24.09.1998;
77641;1.31;;24.09.1998;
77643;1.3;;24.09.1998;
77769;1.15;;24.09.1998;
77789;1.15;;24.09.1998;
77869;1.15;;24.09.1998;
77889;1.15;;24.09.1998;
81811;3.01;;01.01.1993;
81814;2.04;;24.09.1998;
81841;2.43;;01.01.1993;
81844;1.7;;24.09.1998;
81851;2.16;;01.01.1993;
81854;1.53;;01.01.1993;
82001;3.25;;01.01.1993;
82004;2.08;;01.01.1993;
82021;2.73;;24.09.1998;
82024;1.74;;24.09.1998;
82031;2.44;;24.09.1998;
82034;1.61;;24.09.1998;
82041;2.19;;24.09.1998;
82044;1.5;;24.09.1998;
82051;1.82;;24.09.1998;
82054;1.42;;24.09.1998;
82110;2.33;;01.01.1993;
82112;1.86;;24.09.1998;
82113;1.51;;24.09.1998;
82142;1.38;;24.09.1998;
82143;1.2;;28.06.2002;
82152;1.18;;28.06.2002;
82153;1.16;;28.06.2002;
82210;3.33;;01.01.1993;
82212;2.55;;24.09.1998;
82213;2.23;;24.09.1998;
82242;1.98;;01.01.1993;
82243;1.62;;28.06.2002;
82252;1.58;;28.06.2002;
82253;1.33;;28.06.2002;
83401;5.08;;24.09.1998;
83404;2.97;;24.09.1998;
83421;4.08;;24.09.1998;
83424;2.42;;24.09.1998;
83431;3.38;;24.09.1998;
83434;2.2;;24.09.1998;
83441;2.98;;24.09.1998;
83444;1.81;;24.09.1998;
83451;2.52;;24.09.1998;
83454;1.51;;24.09.1998;
83501;5.33;;24.09.1998;
83504;2.94;;24.09.1998;
83521;4.36;;24.09.1998;
83524;2.45;;24.09.1998;
83531;3.51;;24.09.1998;
83534;2.17;;24.09.1998;
83541;2.86;;24.09.1998;
83544;1.95;;24.09.1998;
83551;2.48;;24.09.1998;
83554;1.61;;24.09.1998;
83715;1.33;;24.09.1998;
83716;1.31;;24.09.1998;
83745;1.31;;24.09.1998;
83746;1.28;;24.09.1998;
83755;1.3;;24.09.1998;
83756;1.26;;24.09.1998;
83815;1.43;;24.09.1998;
83816;1.4;;24.09.1998;
83845;1.41;;24.09.1998;
83846;1.38;;24.09.1998;
83855;1.39;;01.01.1993;
83856;1.34;;24.09.1998;
83909;1.17;;01.01.1993;
83919;1.17;;24.09.1998;
83929;1.17;;24.09.1998;
83939;1.17;;24.09.1998;
83949;1.17;;24.09.1998;
83959;1.16;;24.09.1998;
83969;1.16;;28.06.2002;
84067;1.22;;24.09.1998;
84068;1.2;;24.09.1998;
84077;1.22;;24.09.1998;
84078;1.2;;24.09.1998;
84089;1.18;;24.09.1998;
84099;1.17;;24.09.1998;
84167;1.24;;24.09.1998;
84168;1.22;;24.09.1998;
84177;1.22;;24.09.1998;
84178;1.22;;24.09.1998;
84189;1.2;;24.09.1998;
84199;1.18;;24.09.1998;
84400;4.31;;24.09.1998;30.01.2014
84410;3.37;;01.01.1993;30.01.2014
84811;2.4;;24.09.1998;
84814;1.74;;24.09.1998;
84841;2.01;;24.09.1998;
84844;1.57;;24.09.1998;
84851;1.84;;24.09.1998;
84854;1.41;;24.09.1998;
84911;2.35;;24.09.1998;
84941;2.1;;24.09.1998;
84951;1.85;;24.09.1998;
85001;3.23;;24.09.1998;
85004;1.93;;24.09.1998;
85011;2.44;;24.09.1998;
85014;1.51;;24.09.1998;
85041;1.95;;24.09.1998;
85044;1.23;;24.09.1998;
85051;1.66;;24.09.1998;
85054;1.16;;24.09.1998;
85201;3.15;;24.09.1998;
85211;2.8;;24.09.1998;
85241;2.54;;24.09.1998;
85251;2.27;;24.09.1998;
85301;3.06;;24.09.1998;
85303;2.72;;01.01.1993;
85311;2.83;;24.09.1998;
85313;2.42;;01.01.1993;
85341;2.45;;28.06.2002;
85351;2.27;;28.06.2002;
85411;2.59;;24.09.1998;
85441;2.44;;24.09.1998;
85451;2.33;;24.09.1998;
85500;4.3;;24.09.1998;
85600;5.24;;24.09.1998;
85800;4.71;;24.09.1998;
86401;4.59;;24.09.1998;
86411;4.07;;24.09.1998;
86501;3.26;;24.09.1998;
86511;3.04;;24.09.1998;
86601;1.31;;24.09.1998;
86701;1.31;;24.09.1998;
86811;1.31;;24.09.1998;
86841;1.28;;24.09.1998;
86901;1.31;;24.09.1998;
87001;2.04;;24.09.1998;
87101;1.82;;24.09.1998;
87201;1.48;;24.09.1998;
87311;1.23;;24.09.1998;
87313;1.23;;24.09.1998;
87341;1.22;;24.09.1998;
87343;1.22;;24.09.1998;
87411;1.23;;24.09.1998;
87413;1.23;;24.09.1998;
87441;1.22;;24.09.1998;
87443;1.22;;24.09.1998;
87541;1.22;;24.09.1998;
87543;1.22;;24.09.1998;
87641;1.22;;24.09.1998;
87643;1.22;;24.09.1998;
87769;1.15;;24.09.1998;
87789;1.15;;24.09.1998;
87869;1.15;;24.09.1998;
87889;1.15;;24.09.1998;
91811;2.26;;01.01.1993;
91814;1.48;;24.09.1998;
91841;1.81;;01.01.1993;
91844;1.32;;24.09.1998;
91851;1.49;;01.01.1993;
91854;1.26;;24.09.1998;
93601;3.93;;24.09.1998;
93604;2.25;;24.09.1998;
93621;2.9;;24.09.1998;
93624;1.9;;24.09.1998;
93631;2.28;;24.09.1998;
93634;1.59;;24.09.1998;
93641;2.21;;24.09.1998;
93644;1.56;;24.09.1998;
93651;1.79;;24.09.1998;
93654;1.28;;24.09.1998;
93715;1.28;;24.09.1998;
93716;1.25;;24.09.1998;
93745;1.26;;24.09.1998;
93746;1.24;;24.09.1998;
93755;1.24;;24.09.1998;
93756;1.23;;24.09.1998;
93909;1.16;;01.01.1993;
93919;1.16;;24.09.1998;
93929;1.16;;24.09.1998;
93939;1.16;;24.09.1998;
93949;1.16;;24.09.1998;
93959;1.15;;24.09.1998;
93969;1.15;;24.09.1998;
94067;1.16;;24.09.1998;
94068;1.16;;24.09.1998;
94077;1.16;;24.09.1998;
94078;1.16;;24.09.1998;
94089;1.15;;24.09.1998;
94099;1.15;;24.09.1998;
94167;1.17;;24.09.1998;
94168;1.16;;24.09.1998;
94177;1.16;;24.09.1998;
94178;1.16;;24.09.1998;
94189;1.16;;24.09.1998;
94199;1.15;;24.09.1998;
95001;2.97;;24.09.1998;
95004;1.82;;24.09.1998;
95011;2.34;;24.09.1998;
95014;1.53;;24.09.1998;
95041;1.9;;24.09.1998;
95044;1.3;;24.09.1998;
95051;1.49;;24.09.1998;
95054;1.18;;24.09.1998;
95500;3.21;;24.09.1998;
95600;3.88;;24.09.1998;
95800;3.77;;24.09.1998;
96401;3.5;;24.09.1998;
96411;3.04;;24.09.1998;
96501;2.44;;24.09.1998;
96511;2.35;;01.01.1993;
96601;1.28;;24.09.1998;
96701;1.28;;24.09.1998;
96811;1.26;;24.09.1998;
96841;1.25;;24.09.1998;
96901;1.28;;24.09.1998;
97001;1.74;;24.09.1998;
97101;1.59;;24.09.1998;
97201;1.41;;24.09.1998;
97311;1.2;;24.09.1998;
97313;1.2;;24.09.1998;
97341;1.18;;24.09.1998;
97343;1.18;;24.09.1998;
97411;1.2;;24.09.1998;
97413;1.2;;24.09.1998;
97441;1.18;;24.09.1998;
97443;1.18;;24.09.1998;
97541;1.18;;24.09.1998;
97543;1.18;;24.09.1998;
97641;1.18;;24.09.1998;
97643;1.18;;24.09.1998;
97769;1.15;;24.09.1998;
97789;1.15;;01.01.1993;
97869;1.15;;24.09.1998;
97889;1.15;;24.09.1998;

